value,step,phi
3.0,5520,0.222367
3.0,5540,0.423754
3.0,5560,0.474345
3.0,5580,0.468465
3.0,5600,0.526626
3.0,5620,0.531739
3.0,5640,0.511348
3.0,5660,0.454115
3.0,5680,0.509974
3.0,5700,0.499348
3.0,5720,0.494340
3.0,5740,0.498996
3.0,5760,0.750708
3.0,5780,0.804155
3.0,5800,0.790380
3.0,5820,0.904052
3.0,5840,0.927715
3.0,5860,0.894084
3.0,5880,0.920555
3.0,5900,0.854278
3.0,5920,0.840339
3.0,5940,0.839320
3.0,5960,0.808044
3.0,5980,0.649340
3.0,6000,0.721465
3.0,6020,0.709309
3.0,6040,0.510559
3.0,6060,0.501206
3.0,6080,0.499514
3.0,6100,0.574488
3.0,6120,0.659930
3.0,6140,0.552137
3.0,6160,0.790928
3.0,6180,0.863040
3.0,6200,0.877292
3.0,6220,0.888375
3.0,6240,0.888623
3.0,6260,0.885634
3.0,6280,0.887738
3.0,6300,0.897289
3.0,6320,0.906027
3.0,6340,0.853841
3.0,6360,0.766890
3.0,6380,0.866071
3.0,6400,0.893426
3.0,6420,0.875269
3.0,6440,0.781306
3.0,6460,0.715234
3.0,6480,0.746060
3.0,6500,0.756759
3.0,6520,0.765745
3.0,6540,0.778566
3.0,6560,0.777349
3.0,6580,0.673513
3.0,6600,0.364324
3.0,6620,0.656989
3.0,6640,0.930412
3.0,6660,0.991507
3.0,6680,0.993114
3.0,6700,0.992416
3.0,6720,0.995567
3.0,6740,0.995272
3.0,6760,0.964139
3.0,6780,0.711401
3.0,6800,0.887331
3.0,6820,0.929274
3.0,6840,0.881734
3.0,6860,0.987255
3.0,6880,0.991665
3.0,6900,0.993188
3.0,6920,0.993418
3.0,6940,0.992782
3.0,6960,0.992796
3.0,6980,0.992635
3.0,7000,0.992250
3.0,7020,0.992832
3.0,7040,0.993481
3.0,7060,0.992546
3.0,7080,0.992739
3.0,7100,0.958840
3.0,7120,0.935626
3.0,7140,0.855630
3.0,7160,0.624440
3.0,7180,0.890452
3.0,7200,0.988902
3.0,7220,0.990866
3.0,7240,0.992702
3.0,7260,0.993271
3.0,7280,0.991008
3.0,7300,0.990523
3.0,7320,0.991373
3.0,7340,0.991791
3.0,7360,0.993711
3.0,7380,0.994275
3.0,7400,0.993260
3.0,7420,0.968157
3.0,7440,0.870929
3.0,7460,0.830490
3.0,7480,0.979321
3.0,7500,0.988403
3.0,7520,0.993426
3.0,7540,0.993791
3.0,7560,0.992415
3.0,7580,0.992446
3.0,7600,0.962701
3.0,7620,0.813771
3.0,7640,0.970270
3.0,7660,0.988172
3.0,7680,0.851311
3.0,7700,0.846776
3.0,7720,0.981252
3.0,7740,0.987158
3.0,7760,0.991507
3.0,7780,0.993450
3.0,7800,0.993372
3.0,7820,0.993124
3.0,7840,0.993498
3.0,7860,0.993229
3.0,7880,0.993446
3.0,7900,0.993635
3.0,7920,0.993495
3.0,7940,0.994225
3.0,7960,0.994041
3.0,7980,0.993985
3.0,8000,0.978449
3.0,8020,0.940822
3.0,8040,0.883329
3.0,8060,0.982026
3.0,8080,0.972969
3.0,8100,0.791159
3.0,8120,0.965593
3.0,8140,0.988629
3.0,8160,0.834031
3.0,8180,0.908587
3.0,8200,0.984023
3.0,8220,0.987687
3.0,8240,0.991735
3.0,8260,0.993081
3.0,8280,0.993156
3.0,8300,0.993448
3.0,8320,0.993080
3.0,8340,0.994311
3.0,8360,0.994176
3.0,8380,0.994362
3.0,8400,0.994291
3.0,8420,0.994334
3.0,8440,0.993511
3.0,8460,0.969694
3.0,8480,0.969955
3.0,8500,0.904811
3.0,8520,0.785508
3.0,8540,0.968422
3.0,8560,0.979297
3.0,8580,0.629970
3.0,8600,0.957522
3.0,8620,0.976531
3.0,8640,0.982263
3.0,8660,0.987588
3.0,8680,0.987740
3.0,8700,0.987646
3.0,8720,0.986900
3.0,8740,0.975218
3.0,8760,0.882664
3.0,8780,0.924820
3.0,8800,0.980907
3.0,8820,0.984847
3.0,8840,0.988243
3.0,8860,0.988547
3.0,8880,0.987164
3.0,8900,0.984739
3.0,8920,0.971090
3.0,8940,0.862800
3.0,8960,0.663953
3.0,8980,0.937916
5.0,0,0.055656
5.0,20,0.083960
5.0,40,0.086629
5.0,60,0.079604
5.0,80,0.055403
5.0,100,0.172432
5.0,120,0.300657
5.0,140,0.297298
5.0,160,0.255207
5.0,180,0.139328
5.0,200,0.235819
5.0,220,0.236668
5.0,240,0.239755
5.0,260,0.211865
5.0,280,0.107115
5.0,300,0.125244
5.0,320,0.131068
5.0,340,0.141157
5.0,360,0.162593
5.0,380,0.326108
5.0,400,0.342317
5.0,420,0.388713
5.0,440,0.339533
5.0,460,0.441432
5.0,480,0.457945
5.0,500,0.346893
5.0,520,0.272552
5.0,540,0.235101
5.0,560,0.206088
5.0,580,0.241158
5.0,600,0.259502
5.0,620,0.233908
5.0,640,0.250330
5.0,660,0.285713
5.0,680,0.338493
5.0,700,0.449005
5.0,720,0.415030
5.0,740,0.352481
5.0,760,0.414894
5.0,780,0.417768
5.0,800,0.217148
5.0,820,0.312242
5.0,840,0.352590
5.0,860,0.303447
5.0,880,0.114273
5.0,900,0.275082
5.0,920,0.317284
5.0,940,0.531826
5.0,960,0.585339
5.0,980,0.548067
5.0,1000,0.503114
5.0,1020,0.378427
5.0,1040,0.381651
5.0,1060,0.397364
5.0,1080,0.411643
5.0,1100,0.405607
5.0,1120,0.340765
5.0,1140,0.289067
5.0,1160,0.364772
5.0,1180,0.485386
5.0,1200,0.364334
5.0,1220,0.374284
5.0,1240,0.393361
5.0,1260,0.405689
5.0,1280,0.422830
5.0,1300,0.454850
5.0,1320,0.490817
5.0,1340,0.441370
5.0,1360,0.601503
5.0,1380,0.649734
5.0,1400,0.508614
5.0,1420,0.449049
5.0,1440,0.280403
5.0,1460,0.580648
5.0,1480,0.619497
5.0,1500,0.636335
5.0,1520,0.709675
5.0,1540,0.712147
5.0,1560,0.700558
5.0,1580,0.795054
5.0,1600,0.794157
5.0,1620,0.780444
5.0,1640,0.814696
5.0,1660,0.770510
5.0,1680,0.701723
5.0,1700,0.664635
5.0,1720,0.558347
5.0,1740,0.590973
5.0,1760,0.553028
5.0,1780,0.568125
5.0,1800,0.593521
5.0,1820,0.610673
5.0,1840,0.540462
5.0,1860,0.484655
5.0,1880,0.502815
5.0,1900,0.510854
5.0,1920,0.335027
5.0,1940,0.466851
5.0,1960,0.554830
5.0,1980,0.756329
5.0,2000,0.711995
5.0,2020,0.729402
5.0,2040,0.769318
5.0,2060,0.770263
5.0,2080,0.771839
5.0,2100,0.782293
5.0,2120,0.782769
5.0,2140,0.775388
5.0,2160,0.769284
5.0,2180,0.680720
5.0,2200,0.661784
5.0,2220,0.659563
5.0,2240,0.654417
5.0,2260,0.668086
5.0,2280,0.719927
5.0,2300,0.715633
5.0,2320,0.838121
5.0,2340,0.841579
5.0,2360,0.877564
5.0,2380,0.898602
5.0,2400,0.902828
5.0,2420,0.907474
5.0,2440,0.853797
5.0,2460,0.779310
5.0,2480,0.780815
5.0,2500,0.526793
5.0,2520,0.641504
5.0,2540,0.673718
5.0,2560,0.652374
5.0,2580,0.664675
5.0,2600,0.647463
5.0,2620,0.626800
5.0,2640,0.621568
5.0,2660,0.621251
5.0,2680,0.661505
5.0,2700,0.678158
5.0,2720,0.669004
5.0,2740,0.633842
5.0,2760,0.625533
5.0,2780,0.565658
5.0,2800,0.662216
5.0,2820,0.707880
5.0,2840,0.649501
5.0,2860,0.656376
5.0,2880,0.664341
5.0,2900,0.609764
5.0,2920,0.386415
5.0,2940,0.757209
5.0,2960,0.740864
5.0,2980,0.700436
5.0,3000,0.716714
5.0,3020,0.726429
5.0,3040,0.732642
5.0,3060,0.683134
5.0,3080,0.595562
5.0,3100,0.729798
5.0,3120,0.785621
5.0,3140,0.515964
5.0,3160,0.644003
5.0,3180,0.677409
5.0,3200,0.678312
5.0,3220,0.675600
5.0,3240,0.790997
5.0,3260,0.848770
5.0,3280,0.839718
5.0,3300,0.829412
5.0,3320,0.760104
5.0,3340,0.637985
5.0,3360,0.729123
5.0,3380,0.737031
5.0,3400,0.361823
5.0,3420,0.838651
5.0,3440,0.905562
5.0,3460,0.910281
5.0,3480,0.913451
5.0,3500,0.922587
5.0,3520,0.928354
5.0,3540,0.926703
5.0,3560,0.926520
5.0,3580,0.898790
5.0,3600,0.894051
5.0,3620,0.883715
5.0,3640,0.832583
5.0,3660,0.818258
5.0,3680,0.733075
5.0,3700,0.427130
5.0,3720,0.612245
5.0,3740,0.703062
5.0,3760,0.721815
5.0,3780,0.728232
5.0,3800,0.727886
5.0,3820,0.740278
5.0,3840,0.746511
5.0,3860,0.689176
5.0,3880,0.735181
5.0,3900,0.812364
5.0,3920,0.819764
5.0,3940,0.810223
5.0,3960,0.808590
5.0,3980,0.807538
5.0,4000,0.775856
5.0,4020,0.595345
5.0,4040,0.791282
5.0,4060,0.878794
5.0,4080,0.881660
5.0,4100,0.880375
5.0,4120,0.862881
5.0,4140,0.809321
5.0,4160,0.692509
5.0,4180,0.387257
5.0,4200,0.790696
5.0,4220,0.836066
5.0,4240,0.851621
5.0,4260,0.857947
5.0,4280,0.858321
5.0,4300,0.853159
5.0,4320,0.829028
5.0,4340,0.812485
5.0,4360,0.813364
5.0,4380,0.839339
5.0,4400,0.850130
5.0,4420,0.844516
5.0,4440,0.900933
5.0,4460,0.924776
5.0,4480,0.900057
5.0,4500,0.861003
5.0,4520,0.883646
5.0,4540,0.870873
5.0,4560,0.887975
5.0,4580,0.846404
5.0,4600,0.728651
5.0,4620,0.760629
5.0,4640,0.628156
5.0,4660,0.825834
5.0,4680,0.830302
5.0,4700,0.834114
5.0,4720,0.835975
5.0,4740,0.831534
5.0,4760,0.827514
5.0,4780,0.825094
5.0,4800,0.823928
5.0,4820,0.828817
5.0,4840,0.825117
5.0,4860,0.883758
5.0,4880,0.964222
5.0,4900,0.958004
5.0,4920,0.829124
5.0,4940,0.875194
5.0,4960,0.881573
5.0,4980,0.864900
5.0,5000,0.875367
5.0,5020,0.888794
5.0,5040,0.895329
5.0,5060,0.894147
5.0,5080,0.875321
5.0,5100,0.863941
5.0,5120,0.789570
5.0,5140,0.899072
5.0,5160,0.914870
5.0,5180,0.827366
5.0,5200,0.447112
5.0,5220,0.844205
5.0,5240,0.927569
5.0,5260,0.920727
5.0,5280,0.916989
5.0,5300,0.910463
5.0,5320,0.912374
5.0,5340,0.902680
5.0,5360,0.961024
5.0,5380,0.972639
5.0,5400,0.963576
5.0,5420,0.957689
5.0,5440,0.929841
5.0,5460,0.790726
5.0,5480,0.863646
5.0,5500,0.853639
5.0,5520,0.852839
5.0,5540,0.854172
5.0,5560,0.854558
5.0,5580,0.689639
5.0,5600,0.701565
5.0,5620,0.832387
5.0,5640,0.855144
5.0,5660,0.848850
5.0,5680,0.841090
5.0,5700,0.841195
5.0,5720,0.806761
5.0,5740,0.705491
5.0,5760,0.610470
5.0,5780,0.915091
5.0,5800,0.932298
5.0,5820,0.926412
5.0,5840,0.925178
5.0,5860,0.914344
5.0,5880,0.882747
5.0,5900,0.874860
5.0,5920,0.870554
5.0,5940,0.876225
5.0,5960,0.874937
5.0,5980,0.823936
5.0,6000,0.735393
5.0,6020,0.787930
5.0,6040,0.893540
5.0,6060,0.902761
5.0,6080,0.864588
5.0,6100,0.579192
5.0,6120,0.687268
5.0,6140,0.889550
5.0,6160,0.934619
5.0,6180,0.922717
5.0,6200,0.919136
5.0,6220,0.919344
5.0,6240,0.917269
5.0,6260,0.909949
5.0,6280,0.909825
5.0,6300,0.912877
5.0,6320,0.917110
5.0,6340,0.911947
5.0,6360,0.922770
5.0,6380,0.765081
5.0,6400,0.870128
5.0,6420,0.873844
5.0,6440,0.874483
5.0,6460,0.878177
5.0,6480,0.936300
5.0,6500,0.956930
5.0,6520,0.938359
5.0,6540,0.852629
5.0,6560,0.679922
5.0,6580,0.611339
5.0,6600,0.924904
5.0,6620,0.952054
5.0,6640,0.957944
5.0,6660,0.964051
5.0,6680,0.968552
5.0,6700,0.969474
5.0,6720,0.971461
5.0,6740,0.973651
5.0,6760,0.972432
5.0,6780,0.906896
5.0,6800,0.843603
5.0,6820,0.391515
5.0,6840,0.874048
5.0,6860,0.904902
5.0,6880,0.911738
5.0,6900,0.911936
5.0,6920,0.906461
5.0,6940,0.900067
5.0,6960,0.901482
5.0,6980,0.921681
5.0,7000,0.945424
5.0,7020,0.944513
5.0,7040,0.943886
5.0,7060,0.949330
5.0,7080,0.955808
5.0,7100,0.956732
5.0,7120,0.951621
5.0,7140,0.923565
5.0,7160,0.877322
5.0,7180,0.844825
5.0,7200,0.922578
5.0,7220,0.927696
5.0,7240,0.710861
5.0,7260,0.569908
5.0,7280,0.881130
5.0,7300,0.904734
5.0,7320,0.908380
5.0,7340,0.913189
5.0,7360,0.914285
5.0,7380,0.914082
5.0,7400,0.936187
5.0,7420,0.971566
5.0,7440,0.966344
5.0,7460,0.958079
5.0,7480,0.954977
5.0,7500,0.955368
5.0,7520,0.953918
5.0,7540,0.949061
5.0,7560,0.946676
5.0,7580,0.878337
5.0,7600,0.806313
5.0,7620,0.835199
5.0,7640,0.454582
5.0,7660,0.754592
5.0,7680,0.961335
5.0,7700,0.964855
5.0,7720,0.959060
5.0,7740,0.954889
5.0,7760,0.953133
5.0,7780,0.953508
5.0,7800,0.951224
5.0,7820,0.951338
5.0,7840,0.953957
5.0,7860,0.956340
5.0,7880,0.931895
5.0,7900,0.901395
5.0,7920,0.741695
5.0,7940,0.913514
5.0,7960,0.978952
5.0,7980,0.991197
5.0,8000,0.991058
5.0,8020,0.991570
5.0,8040,0.992084
5.0,8060,0.966968
5.0,8080,0.794226
5.0,8100,0.889935
5.0,8120,0.984723
5.0,8140,0.989347
5.0,8160,0.991222
5.0,8180,0.866396
5.0,8200,0.559429
5.0,8220,0.958857
5.0,8240,0.985842
5.0,8260,0.989299
5.0,8280,0.991022
5.0,8300,0.991665
5.0,8320,0.991694
5.0,8340,0.991668
5.0,8360,0.992462
5.0,8380,0.992459
5.0,8400,0.991820
5.0,8420,0.991360
5.0,8440,0.991548
5.0,8460,0.947400
5.0,8480,0.835813
5.0,8500,0.903086
5.0,8520,0.983619
5.0,8540,0.987955
5.0,8560,0.990696
5.0,8580,0.992120
5.0,8600,0.913793
5.0,8620,0.729701
5.0,8640,0.958796
5.0,8660,0.989483
5.0,8680,0.992589
5.0,8700,0.912233
5.0,8720,0.435992
5.0,8740,0.967949
5.0,8760,0.985747
5.0,8780,0.988836
5.0,8800,0.991821
5.0,8820,0.992844
5.0,8840,0.992574
5.0,8860,0.992040
5.0,8880,0.992304
5.0,8900,0.992034
5.0,8920,0.991748
5.0,8940,0.990952
5.0,8960,0.989207
5.0,8980,0.989945
16.0,0,0.059754
16.0,20,0.196692
16.0,40,0.291171
16.0,60,0.366853
16.0,80,0.441195
16.0,100,0.502143
16.0,120,0.490405
16.0,140,0.493734
16.0,160,0.376099
16.0,180,0.339114
16.0,200,0.312433
16.0,220,0.357742
16.0,240,0.413621
16.0,260,0.518708
16.0,280,0.561699
16.0,300,0.612583
16.0,320,0.656415
16.0,340,0.635638
16.0,360,0.583427
16.0,380,0.619779
16.0,400,0.515216
16.0,420,0.552116
16.0,440,0.616313
16.0,460,0.626640
16.0,480,0.352742
16.0,500,0.436617
16.0,520,0.473131
16.0,540,0.493267
16.0,560,0.504268
16.0,580,0.506572
16.0,600,0.509832
16.0,620,0.522390
16.0,640,0.683897
16.0,660,0.936623
16.0,680,0.956020
16.0,700,0.949615
16.0,720,0.944989
16.0,740,0.936576
16.0,760,0.905607
16.0,780,0.903461
16.0,800,0.860849
16.0,820,0.745570
16.0,840,0.458555
16.0,860,0.364671
16.0,880,0.404155
16.0,900,0.421711
16.0,920,0.425456
16.0,940,0.400876
16.0,960,0.477180
16.0,980,0.651192
16.0,1000,0.770478
16.0,1020,0.918770
16.0,1040,0.947081
16.0,1060,0.953962
16.0,1080,0.911292
16.0,1100,0.873959
16.0,1120,0.711865
16.0,1140,0.647255
16.0,1160,0.930706
16.0,1180,0.985403
16.0,1200,0.991845
16.0,1220,0.992134
16.0,1240,0.991950
16.0,1260,0.992005
16.0,1280,0.992798
16.0,1300,0.970052
16.0,1320,0.936555
16.0,1340,0.926326
16.0,1360,0.834726
16.0,1380,0.977684
16.0,1400,0.948686
16.0,1420,0.908721
16.0,1440,0.798127
16.0,1460,0.564733
16.0,1480,0.936728
16.0,1500,0.987263
16.0,1520,0.990267
16.0,1540,0.991352
16.0,1560,0.992352
16.0,1580,0.992906
16.0,1600,0.993419
16.0,1620,0.993764
16.0,1640,0.993175
16.0,1660,0.991995
16.0,1680,0.992001
16.0,1700,0.992367
16.0,1720,0.969209
16.0,1740,0.987902
16.0,1760,0.881783
16.0,1780,0.837260
16.0,1800,0.945516
16.0,1820,0.933718
16.0,1840,0.640225
16.0,1860,0.846944
16.0,1880,0.978556
16.0,1900,0.962000
16.0,1920,0.853927
16.0,1940,0.575835
16.0,1960,0.964509
16.0,1980,0.987541
16.0,2000,0.991148
16.0,2020,0.991953
16.0,2040,0.992693
16.0,2060,0.993394
16.0,2080,0.993021
16.0,2100,0.993283
16.0,2120,0.993277
16.0,2140,0.992848
16.0,2160,0.992358
16.0,2180,0.963721
16.0,2200,0.962295
16.0,2220,0.922813
16.0,2240,0.782332
16.0,2260,0.971289
16.0,2280,0.990359
16.0,2300,0.992454
16.0,2320,0.992768
16.0,2340,0.934278
16.0,2360,0.939988
16.0,2380,0.808849
16.0,2400,0.941917
16.0,2420,0.765629
16.0,2440,0.605126
16.0,2460,0.986820
16.0,2480,0.987376
16.0,2500,0.991269
16.0,2520,0.993392
16.0,2540,0.992713
16.0,2560,0.991383
16.0,2580,0.991784
16.0,2600,0.992370
16.0,2620,0.993078
16.0,2640,0.992634
16.0,2660,0.991527
16.0,2680,0.991597
16.0,2700,0.964574
16.0,2720,0.901123
16.0,2740,0.646856
16.0,2760,0.898021
16.0,2780,0.984544
16.0,2800,0.991105
16.0,2820,0.962567
16.0,2840,0.872460
16.0,2860,0.561111
16.0,2880,0.852766
16.0,2900,0.845476
16.0,2920,0.948523
16.0,2940,0.991593
16.0,2960,0.993408
16.0,2980,0.993953
16.0,3000,0.994293
16.0,3020,0.993668
16.0,3040,0.994045
16.0,3060,0.993397
16.0,3080,0.993211
16.0,3100,0.993805
16.0,3120,0.993625
16.0,3140,0.966172
16.0,3160,0.986491
16.0,3180,0.957903
16.0,3200,0.758759
16.0,3220,0.938747
16.0,3240,0.958111
16.0,3260,0.605014
16.0,3280,0.899944
16.0,3300,0.984423
16.0,3320,0.991080
16.0,3340,0.993023
16.0,3360,0.991958
16.0,3380,0.991037
16.0,3400,0.992295
16.0,3420,0.993534
16.0,3440,0.993095
16.0,3460,0.992953
16.0,3480,0.992118
16.0,3500,0.939600
16.0,3520,0.751247
16.0,3540,0.903919
16.0,3560,0.986895
16.0,3580,0.991779
16.0,3600,0.993476
16.0,3620,0.964677
16.0,3640,0.947266
16.0,3660,0.942255
16.0,3680,0.796284
16.0,3700,0.908934
16.0,3720,0.987615
16.0,3740,0.993330
16.0,3760,0.994142
16.0,3780,0.950441
16.0,3800,0.799409
16.0,3820,0.855832
16.0,3840,0.982432
16.0,3860,0.989007
16.0,3880,0.991487
16.0,3900,0.992258
16.0,3920,0.992591
16.0,3940,0.992409
16.0,3960,0.991553
16.0,3980,0.991813
16.0,4000,0.992520
16.0,4020,0.923029
16.0,4040,0.714568
16.0,4060,0.580176
16.0,4080,0.963824
16.0,4100,0.986944
16.0,4120,0.990803
16.0,4140,0.991484
16.0,4160,0.992169
16.0,4180,0.991963
16.0,4200,0.991916
16.0,4220,0.963716
16.0,4240,0.933394
16.0,4260,0.730107
16.0,4280,0.969436
16.0,4300,0.988961
16.0,4320,0.991918
16.0,4340,0.993009
16.0,4360,0.993716
16.0,4380,0.904203
16.0,4400,0.802788
16.0,4420,0.885084
16.0,4440,0.983770
16.0,4460,0.991702
16.0,4480,0.993659
16.0,4500,0.994197
16.0,4520,0.853585
16.0,4540,0.791113
16.0,4560,0.841034
16.0,4580,0.978559
16.0,4600,0.987494
16.0,4620,0.988966
16.0,4640,0.991810
16.0,4660,0.992960
16.0,4680,0.992959
16.0,4700,0.992274
16.0,4720,0.992577
16.0,4740,0.992118
16.0,4760,0.991882
16.0,4780,0.991516
16.0,4800,0.991528
16.0,4820,0.991983
16.0,4840,0.945681
16.0,4860,0.923317
16.0,4880,0.888502
16.0,4900,0.946176
16.0,4920,0.968647
16.0,4940,0.929311
16.0,4960,0.855639
16.0,4980,0.634006
16.0,5000,0.752605
16.0,5020,0.976679
16.0,5040,0.992637
16.0,5060,0.994405
16.0,5080,0.994534
16.0,5100,0.992571
16.0,5120,0.990730
16.0,5140,0.991446
16.0,5160,0.992466
16.0,5180,0.992494
16.0,5200,0.991427
16.0,5220,0.991386
16.0,5240,0.991258
16.0,5260,0.991051
16.0,5280,0.991381
16.0,5300,0.992152
16.0,5320,0.898800
16.0,5340,0.798881
16.0,5360,0.815257
16.0,5380,0.736353
16.0,5400,0.978239
16.0,5420,0.994258
16.0,5440,0.995800
16.0,5460,0.995021
16.0,5480,0.994778
16.0,5500,0.994754
16.0,5520,0.995230
16.0,5540,0.995356
16.0,5560,0.962109
16.0,5580,0.959626
16.0,5600,0.876599
16.0,5620,0.982739
16.0,5640,0.988361
16.0,5660,0.983758
16.0,5680,0.989619
16.0,5700,0.992572
16.0,5720,0.993176
16.0,5740,0.992211
16.0,5760,0.992194
16.0,5780,0.993271
16.0,5800,0.994439
16.0,5820,0.994283
16.0,5840,0.901148
16.0,5860,0.527005
16.0,5880,0.951642
16.0,5900,0.985840
16.0,5920,0.989835
16.0,5940,0.991402
16.0,5960,0.991236
16.0,5980,0.991932
16.0,6000,0.992746
16.0,6020,0.993058
16.0,6040,0.993674
16.0,6060,0.993499
16.0,6080,0.992485
16.0,6100,0.992002
16.0,6120,0.954498
16.0,6140,0.931674
16.0,6160,0.747325
16.0,6180,0.955154
16.0,6200,0.828103
16.0,6220,0.317352
16.0,6240,0.944845
16.0,6260,0.985809
16.0,6280,0.988508
16.0,6300,0.990922
16.0,6320,0.981051
16.0,6340,0.973517
16.0,6360,0.971787
16.0,6380,0.986006
16.0,6400,0.992344
16.0,6420,0.994099
16.0,6440,0.994092
16.0,6460,0.993297
16.0,6480,0.961280
16.0,6500,0.892986
16.0,6520,0.620723
16.0,6540,0.922360
16.0,6560,0.987413
16.0,6580,0.991839
16.0,6600,0.993403
16.0,6620,0.994066
16.0,6640,0.968299
16.0,6660,0.922478
16.0,6680,0.877641
16.0,6700,0.771766
16.0,6720,0.968462
16.0,6740,0.990011
16.0,6760,0.992625
16.0,6780,0.993036
16.0,6800,0.992489
16.0,6820,0.992665
16.0,6840,0.900746
16.0,6860,0.854018
16.0,6880,0.699775
16.0,6900,0.976038
16.0,6920,0.988338
16.0,6940,0.991557
16.0,6960,0.992569
16.0,6980,0.992710
16.0,7000,0.992286
16.0,7020,0.992429
16.0,7040,0.931698
16.0,7060,0.847980
16.0,7080,0.761695
16.0,7100,0.979405
16.0,7120,0.989605
16.0,7140,0.991619
16.0,7160,0.991967
16.0,7180,0.991656
16.0,7200,0.991879
16.0,7220,0.993089
16.0,7240,0.954594
16.0,7260,0.941440
16.0,7280,0.804476
16.0,7300,0.887365
16.0,7320,0.981954
16.0,7340,0.991710
16.0,7360,0.960607
16.0,7380,0.898688
16.0,7400,0.698122
16.0,7420,0.823345
16.0,7440,0.971312
16.0,7460,0.986210
16.0,7480,0.990431
16.0,7500,0.992669
16.0,7520,0.992812
16.0,7540,0.991780
16.0,7560,0.991074
16.0,7580,0.991214
16.0,7600,0.992492
16.0,7620,0.993258
16.0,7640,0.992777
16.0,7660,0.990267
16.0,7680,0.991949
16.0,7700,0.966125
16.0,7720,0.966255
16.0,7740,0.933106
16.0,7760,0.715314
16.0,7780,0.556961
16.0,7800,0.736057
16.0,7820,0.816559
16.0,7840,0.927694
16.0,7860,0.987186
16.0,7880,0.992206
16.0,7900,0.992654
16.0,7920,0.992911
16.0,7940,0.993059
16.0,7960,0.992103
16.0,7980,0.992634
16.0,8000,0.993521
16.0,8020,0.993050
16.0,8040,0.993235
16.0,8060,0.965925
16.0,8080,0.914803
16.0,8100,0.800857
16.0,8120,0.978688
16.0,8140,0.989260
16.0,8160,0.992887
16.0,8180,0.994607
16.0,8200,0.994550
16.0,8220,0.993747
16.0,8240,0.887797
16.0,8260,0.377108
16.0,8280,0.922275
16.0,8300,0.984962
16.0,8320,0.988417
16.0,8340,0.990761
16.0,8360,0.992217
16.0,8380,0.993116
16.0,8400,0.992295
16.0,8420,0.992308
16.0,8440,0.991969
16.0,8460,0.992466
16.0,8480,0.991949
16.0,8500,0.965627
16.0,8520,0.881164
16.0,8540,0.836812
16.0,8560,0.970450
16.0,8580,0.989512
16.0,8600,0.992731
16.0,8620,0.993798
16.0,8640,0.938894
16.0,8660,0.911786
16.0,8680,0.874396
16.0,8700,0.759397
16.0,8720,0.548889
16.0,8740,0.951600
16.0,8760,0.987829
16.0,8780,0.992390
16.0,8800,0.993074
16.0,8820,0.992681
16.0,8840,0.992932
16.0,8860,0.992531
16.0,8880,0.992815
16.0,8900,0.991864
16.0,8920,0.991169
16.0,8940,0.990664
16.0,8960,0.991715
16.0,8980,0.936952
